request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"ed55d8a5-03de-8181-7a29-5b509f099dd8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420383859442000,420383861015300,420383861658000
"acd0640f-3148-35b8-9d3c-0c882e16a0f5",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420383877707400,420383879513000,420383879917600
"d2d68699-2512-8833-b664-532a76e90a78",GET,/images/banner.png,,,200,image/png,,,420383907089300,420383908413900,420383908845200
"45732dd0-4127-d7db-f5b1-0fb0d3c43c63",GET,/images/logo.gif,,,200,image/gif,,,420383937815300,420383939494600,420383939955000
"8085249a-03ce-580e-9e14-712936b3d86b",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&banner=166&username=",,420383969500800,420383977498400,420385393066300
"8567978b-9588-f63c-6964-98348fd4b6a2",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420385421449800,420385422684000,420385423211600
"a2b8e0f4-e879-6a49-94c7-9f3c8399be67",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420385451892800,420385453227800,420385453535400
"f00eb055-593b-38e9-1d62-95c7a3d769fc",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420385481591500,420385482713600,420385483050600
"7a898e68-40b6-cdeb-187f-ee5725637018",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420385497736400,420385498771800,420385499149600
"f27d314e-983b-6365-324d-53a122ba398e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420385512577200,420385513703800,420385514167500
"4bea19f0-cb57-8ad9-f511-0e636e64ec47",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420385543401500,420385544514600,420385544862400
"99bc0352-77d6-5b15-e399-3c077fe58a7e",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420385558591900,420385559777500,420385560089200
"83d32566-719e-8769-207e-b1aef421e406",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420385573841600,420385575152500,420385575473800
"9f37a48a-2701-91ec-09c7-0e7e4dbd8b82",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420385604512200,420385605739500,420385606200000
"c412fcad-5f3a-e112-2b45-affa3b5f5305",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420385623011100,420385624397300,420385624764500
"a776bad8-57bc-1ca2-874b-bc80f6ed4ad7",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420385651118000,420385652309000,420385652648000
"a855d981-4880-42b3-7845-5208273b3ede",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420385680765400,420385682275200,420385682756100
"d01d8400-db6e-6a06-6775-625a60986062",GET,/images/banner.png,,,200,image/png,,,420385696532200,420385697604800,420385698025100
"b31152fb-4642-1b00-f995-6a43db3be947",GET,/images/logo.gif,,,200,image/gif,,,420385726804300,420385727971000,420385728345000
"b3882f98-66fe-fcdc-d306-c622556316ee",POST,"/anonymous/system/sign-in",,"id=&password=developer1&remember=false&username=developer1&version=",302,,,,420385759597400,420385767942600,420385768402100
"ae9b64e6-b137-dfd4-bb4d-f48ee1c2c221",GET,/,,,302,,,,420385788749900,420385790647000,420385791150700
"973c80fe-1568-eed1-20b9-e837b98f4a87",GET,/any/system/welcome,,,200,text/html;charset=utf-8,banner=164,,420385817911800,420385819948800,420385967822000
"face3e5e-9544-90d0-3b86-d6be6403d149",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420385987053000,420385988272400,420385988737800
"c2b4f78a-3c4c-bf92-da1e-8de790ab7c96",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420386003498000,420386004693700,420386005158300
"7213a17e-9db4-f503-a341-341ba009b9d4",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420386018563300,420386019423600,420386019686300
"25fa830b-e906-6263-3f3b-a4b6167dc256",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420386032884400,420386034033800,420386034297200
"81c6ace7-e7a9-5a4b-f944-7ff726d4fa4d",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420386049280200,420386050316700,420386050596100
"c3367317-75ab-c938-ee77-20dda6e8f5ea",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420386064768100,420386065829800,420386066154600
"63c7299d-454a-d39c-1f55-8f6221f3a53f",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420386097773500,420386100154400,420386100708900
"db28b871-4795-e749-4842-c37c16dee74d",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420386127436600,420386128622100,420386128953600
"812dc681-2d3e-c4da-2f75-da71587a8572",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420386143427300,420386144483800,420386144807700
"39252517-8f93-ce6e-cafa-e61ae7aae30e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420386158478600,420386159470800,420386159777700
"f39bbd00-53cc-8c28-7f1e-04d6d73cbeb3",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420386174148600,420386175125600,420386175364700
"1f65f450-2a78-f3ef-4d10-011a9cbf2a80",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420386189936600,420386190865700,420386191131900
"61184782-a225-ca58-8dc2-989b2870490e",GET,/images/banner.png,,,200,image/png,,,420386205402700,420386206379600,420386206624100
"ac5c1279-9905-591d-1d84-c53ac65cc542",GET,/images/logo.gif,,,200,image/gif,,,420386220697000,420386221955800,420386222216800
"56d6358c-a7bf-5281-b9f7-3cf7fabaa97a",GET,"/developer/training-module/list",,,200,text/html;charset=utf-8,"version%5B1%5D=0&draftMode%5B2%5D=true&code%5B4%5D=YZ-018&creationMoment%5B3%5D=2021%2F09%2F30+14%3A45&id%5B1%5D=391&difficultyLevels%5B4%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&project%5B4%5D=ABH-1134&version%5B2%5D=0&draftMode%5B1%5D=false&creationMoment%5B4%5D=2021%2F09%2F07+13%3A15&id%5B0%5D=390&code%5B3%5D=ABC-010&difficultyLevels%5B3%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%5D&project%5B5%5D=ABH-8234&version%5B3%5D=0&draftMode%5B5%5D=true&creationMoment%5B5%5D=2021%2F09%2F09+15%3A30&draftMode%5B4%5D=true&difficultyLevels%5B2%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&version%5B4%5D=0&code%5B5%5D=DEF-020&draftMode%5B3%5D=true&difficultyLevels%5B1%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%5D&version%5B5%5D=0&code%5B0%5D=ABC-001&difficultyLevels%5B0%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%5D&project%5B0%5D=ABC-1234&id%5B5%5D=409&creationMoment%5B0%5D=2021%2F09%2F21+10%3A30&project%5B1%5D=ABY-1236&id%5B4%5D=407&draftMode%5B0%5D=false&creationMoment%5B1%5D=2021%2F09%2F22+09%3A15&project%5B2%5D=ABY-1236&code%5B2%5D=GHI-003&id%5B3%5D=399&banner=168&creationMoment%5B2%5D=2021%2F09%2F23+13%3A45&version%5B0%5D=0&project%5B3%5D=ABH-1254&code%5B1%5D=DEF-002&id%5B2%5D=392&difficultyLevels%5B5%5D=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D",,420386239282100,420386257207600,420387086627800
"ae9b3a1c-f45e-00c0-7fd0-5a911cfcbc50",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420387198433300,420387199613400,420387199867200
"c8d792d3-fbe3-338c-e9c7-8a8cbca38510",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420387214434400,420387215423900,420387215670200
"53bc67a2-6f97-54ce-6242-de394530bb97",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420387230451500,420387231410800,420387231658300
"29e90017-fe44-4b32-414e-36a4262a9a91",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420387245334700,420387246299200,420387246556300
"f00bb0d7-76f2-6520-8044-cb7607b5db0f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420387260203100,420387261392100,420387261655700
"27ace9f9-0624-b411-0555-1532f77d792f",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420387275209800,420387276091200,420387276303700
"4a2e5818-580e-8ee4-9b1b-d610a48d1aa0",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420387290454500,420387291687700,420387292038600
"acb2c57c-a2a6-f176-39d9-f0a17e2e58e5",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420387305264500,420387306462500,420387306801000
"107e4f6d-2018-77a8-38a6-a72b22a7b882",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420387320159200,420387321192600,420387321409100
"18428085-2e4d-a9d5-324f-b70dff39715e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420387336394500,420387337493000,420387337757500
"eebea3a2-6fec-dfbc-f2f3-7164ba349f36",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420387352415700,420387353584100,420387353848600
"eadf5bcf-5bfd-c36e-f017-9c7f15611e8d",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420387367199700,420387368105800,420387368346100
"3af7ec29-1aa4-f9cd-e25b-f998fef7427e",GET,/images/banner.png,,,200,image/png,,,420387383005700,420387383954100,420387384178200
"e197cfb5-294e-8345-0de3-66b72c47d18a",GET,/images/logo.gif,,,200,image/gif,,,420387398937800,420387400198600,420387400484500
"9fc5fbaf-facd-8bbc-dd81-a643c2cb74d7",GET,"/libraries/datatables/1.10.18/config/i18n.json",,,200,application/json,,,420387429598200,420387430710600,420387430942300
"089b97a5-e6e6-dbed-2f17-04a301e33a0d",GET,"/developer/training-module/show",id=399,,200,text/html;charset=utf-8,"projects=%5B%7B%22key%22%3A%22117%22%2C%22label%22%3A%22ABY-1236+-%3E+T%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22120%22%2C%22label%22%3A%22ABS-1234+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22121%22%2C%22label%22%3A%22ABH-1254+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22122%22%2C%22label%22%3A%22ABH-1134+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22123%22%2C%22label%22%3A%22ABH-5234+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22124%22%2C%22label%22%3A%22ABH-8234+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22125%22%2C%22label%22%3A%22ABH-1534+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22126%22%2C%22label%22%3A%22ABH-1634+-%3E+Titulo+de+longitud+normal%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&trainingModuleId=399&project=121&difficultyLevels=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BASIC%22%2C%22label%22%3A%22BASIC%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22INTERMEDIATE%22%2C%22label%22%3A%22INTERMEDIATE%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ADVANCED%22%2C%22label%22%3A%22ADVANCED%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%5D&details=Detalles+de+90+caracteres------------------------------&id=399&version=0&estimatedTotalTime=756&draftMode=true&code=ABC-010&updateMoment=2021%2F10%2F21+10%3A30&difficultyLevel=ADVANCED&creationMoment=2021%2F09%2F30+14%3A45&link=https%3A%2F%2Fexample.com%2Flink10&banner=167&developer=231&time=756+horas",,420387443917300,420387453169100,420388556105000
"8077a181-bcf6-c92e-dd2e-9fda46ae5f26",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420388603507800,420388604567600,420388604781600
"44236862-182a-7630-fec9-5d0f9631fab6",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420388618335700,420388619263600,420388619475700
"79619a40-f4ed-982e-ad3e-2d56e8d5b055",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420388634139400,420388635087200,420388635280800
"33b4f4e9-704d-b276-7862-49e5559e00cb",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420388649870400,420388651019200,420388651221000
"937a0d2e-08f6-8c2b-fc60-ff8fc2b37cbe",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420388665249700,420388666222100,420388666417400
"79b12a15-db8f-419b-2299-31fc443b2f3e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420388679734700,420388680912700,420388681147100
"d6beb9dd-75c1-5367-f2fb-c1f54272b1de",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420388695497500,420388696563300,420388696804300
"427fe8c9-3d44-b332-289f-41485082e5c4",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420388711957200,420388713092500,420388713294600
"bf04ad64-ce29-b523-1ca0-5bac32656ea7",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420388727788800,420388729037200,420388729266900
"417d27c7-1b52-757c-00bf-925b56a755e9",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420388743565000,420388744661100,420388744875800
"4c766902-7176-7953-8a4c-9f236347def4",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420388759024400,420388759882300,420388760141500
"934b0db7-824f-115b-484b-93cb2e5941ef",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420388774250500,420388775143700,420388775413500
"a2327a8d-a12f-6576-eff4-5bd43c6c624c",GET,/images/banner.png,,,200,image/png,,,420388789451400,420388790276700,420388790467200
"a7596afa-a201-0024-e372-b0bf8c0767e7",GET,/images/logo.gif,,,200,image/gif,,,420388804950000,420388806220000,420388806421200
"ba56d2a1-9ba3-b6ce-341b-1c16bd63c460",GET,/,"debug=true&language=en",,302,,,,420388820371200,420388822409400,420388822794700
"e5b6f1c2-6e93-0d15-ce1a-52ea33aa7d16",GET,/any/system/welcome,,,200,text/html;charset=utf-8,banner=166,,420388834982200,420388836474600,420388940399500
"a1e6c67d-3c0a-3bef-92a0-fc00be520b0d",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420388956983100,420388957913100,420388958096400
"849fe272-bf1f-f61c-3eac-bc7cc20dc329",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420388972888300,420388973795900,420388973953300
"cc36641a-7a01-b7be-d777-b55788477a4b",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420388987767100,420388988624700,420388988783700
"17fdca2f-95f1-e180-a528-3b1aece834c7",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420389004246500,420389005183000,420389005359200
"8b94bcaf-e1e7-4a01-1cdc-678d07ee8155",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420389020152200,420389021064000,420389021250000
"c76f4c92-6a90-ba76-88f6-1f3b0008fe9c",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420389035243700,420389036299800,420389036485700
"8ddcdcea-9992-baef-06ce-ed3916c49f2e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420389052935700,420389054712000,420389054962600
"9635d61f-0555-46a9-fad4-5a22e94faded",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420389083270300,420389084732000,420389084941400
"590cb5c2-c957-92e5-5268-457be130b343",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420389099330000,420389100238500,420389100399600
"147a6d30-f55d-8330-caf2-8bb159ba3915",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420389115464700,420389116437300,420389116621500
"17c9befc-b4b6-2ae3-a4f6-6f2900c22052",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420389129421500,420389130270800,420389130454500
"852e56d9-8567-19e9-04e5-97d7e8b16fa6",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420389145941200,420389146938400,420389147774500
"46b0217b-8521-2b99-de33-130e4d484c51",GET,/images/banner.png,,,200,image/png,,,420389162090000,420389163223200,420389163414900
"8e5ae1a0-f387-c5f4-8ed2-d434fa09c304",GET,/images/logo.gif,,,200,image/gif,,,420389177605100,420389178740000,420389178925200
"1acd954e-de80-e4d7-9fb3-5761d32b7baf",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&banner=164&username=",,420389193414000,420389195414300,420389306073200
"0bfc35ef-4bb7-ced9-83aa-5c7173f70f54",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420389335082500,420389336409800,420389336608500
"6c89eb9d-a5fb-d393-0144-a6f723940476",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420389351151600,420389352224200,420389352486300
"b037cd25-599a-1848-3ed1-58ac8743649f",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420389366573800,420389367720900,420389367932500
"da8aadc2-967b-24d8-8aad-cb2fc05c7747",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420389381497900,420389382446200,420389382617800
"da21118a-4941-65d5-f918-4674271dd1c6",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420389397533400,420389398463300,420389398619700
"f2b0a5b9-2099-bbf2-a211-c8f31395052c",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420389413428700,420389414299000,420389414453000
"b978c1c0-51fa-cbed-4aef-dd20d6aabf9b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,420389429655800,420389430594900,420389430777700
"2601c2ab-2deb-4654-81ae-762c82cb2f15",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,420389445818600,420389446737300,420389446906200
"69e2bb3c-efb4-90c4-b1cb-c0bd381d861b",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,420389460196400,420389461029500,420389461170400
"2264c1d3-9f86-efcf-b6ed-6c0f322bd0a1",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,420389475415500,420389476639500,420389476836500
"b93d49f6-c885-6690-c298-d454154432b5",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,420389491500400,420389492316700,420389492475500
"b8412219-c990-f1c4-8518-90f50a71e6e9",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420389506694700,420389507565700,420389507729500
"e9670ef1-6135-4db5-2c82-5fe67eef3587",GET,/images/banner.png,,,200,image/png,,,420389522329000,420389523236600,420389523445100
"57ac4476-3e46-c013-9219-a2e2242a65ca",GET,/images/logo.gif,,,200,image/gif,,,420389537363200,420389538474000,420389538724900
"fb24596b-e2e0-1576-f4b7-4bfc380d4315",POST,"/anonymous/system/sign-in",,"id=&password=developer3&remember=false&username=developer3&version=",302,,,,420389552820500,420389558513100,420389558694200
"ded17501-7602-ed0f-c4cb-14a606469aea",GET,/,,,302,,,,420389585143200,420389586640800,420389586911500
"39fa6212-3094-5b54-aa83-7312fad65d49",GET,/any/system/welcome,,,200,text/html;charset=utf-8,banner=166,,420389600728200,420389602190800,420389718201900
"f4231f62-d06c-1cdf-5544-482d3cd6e889",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,420389741832600,420389742786500,420389743039900
"40106984-505a-69d8-e624-f386415f1843",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,420389757548600,420389758482800,420389758634700
"12cde317-a05a-344f-7dc5-df0506e96347",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,420389773784200,420389774847300,420389775000200
"39363a02-9d7f-cbcc-eb98-dc6bff5d1358",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,420389789416800,420389790378000,420389790540300
"65fc5420-bc8a-7598-e66f-04b447acebac",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,420389805936800,420389806896200,420389807078300
"73093ff0-6b74-3199-1cea-d3f7020746c5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,420389821693700,420389822609100,420389822780200
"db3f7e09-61aa-e629-f0cc-4dcd293bcd9b",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,420389837618000,420389838549200,420389838715000
